,glcode,name,iso,level,macroarea,lat,lon,from,family,country
3821,cent2240,Central Western Saami,,family,,,,glot,Uralic,
3822,cent2383,Central Wolof,,dialect,Africa,,,glot,Atlantic-Congo,
3823,cent2386,Central Wonk,,dialect,Africa,,,glot,Atlantic-Congo,
3824,cent2067,Central Yamalele,,dialect,Papunesia,,,glot,Austronesian,
3825,cent2137,Central Yana,,dialect,North America,,,glot,yana1271,
3826,cent2308,Central Yapen,,family,,,,glot,Austronesian,
3827,cent2052,Central Yawa,,dialect,Papunesia,,,glot,yawa1259,
3828,cent2363,Central Yámana,,dialect,South America,,,glot,yama1264,
3829,cent2368,Central Zanskari,,dialect,Eurasia,,,glot,Sino-Tibetan,
3830,cent1985,Central and North Pohjanmaa,,dialect,Eurasia,,,glot,Uralic,
3831,cent2282,Central and South Kalinga,,family,,,,glot,Austronesian,
3832,cent2255,Central and Southern Manobo,,family,,,,glot,Austronesian,
3833,cent2285,Central and Southern Nyika,,family,,,,glot,Atlantic-Congo,
3834,cent2097,Central-East Berawan,,family,,,,glot,Austronesian,
3835,cent2345,Central-East Southeastern English,,dialect,Eurasia,,,glot,Indo-European,
3836,kamb1320,Central-East Sumbanese,,family,,,,glot,Austronesian,
3837,cent2365,Central-Eastern Chinantec,,family,,,,glot,otom1299,
3838,rang1265,Central-Eastern Kamta,rkt,language,Eurasia,26.3834,88.4536,glot,Indo-European,BD IN
3839,cent2382,Central-Eastern Malagasic,,family,,,,glot,Austronesian,
3840,cent2237,Central-Eastern Malayo-Polynesian,,family,,,,glot,Austronesian,
3841,cent2018,Central-Eastern Niger Fulfulde,fuq,language,Africa,15.0907,8.43261,glot,Atlantic-Congo,ML NE NG TD
3842,cent2302,Central-Eastern Oromo,,family,,,,glot,Afro-Asiatic,
3843,cent2375,Central-Eastern Rote-Meto,,family,,,,glot,Austronesian,
3844,cent2270,Central-Eastern South Halmahera,,family,,,,glot,Austronesian,
3845,cent2001,Central-Eastern Tamang,,dialect,Eurasia,,,glot,Sino-Tibetan,
3846,cent2235,Central-Eastern Tungusic,,family,,,,glot,tung1282,
3847,cent2311,Central-Eastern West Himalayish,,family,,,,glot,Sino-Tibetan,
3848,cent2252,Central-Eastern-Southwestern Ojibwa,,family,,,,glot,algi1248,
3849,cent1987,Central-Northern Aslian,,family,,,,glot,Austroasiatic,
3850,nort2833,Central-Northern Malaita,,family,,,,glot,Austronesian,
3851,cent2238,Central-Northern One,,family,,,,glot,nucl1708,
3852,cent2361,Central-Northern-Eastern Šarqiyya,,dialect,Africa,,,glot,Afro-Asiatic,
3853,cent2366,Central-Northwestern Kakabe,,dialect,Africa,,,glot,mand1469,
3854,cent2291,Central-South Dagaric,,family,,,,glot,Atlantic-Congo,
3855,cent2315,Central-Southeast Malakula,,family,,,,glot,Austronesian,
3856,nucl1667,Central-Southern Aymara,aym,family,,,,glot,ayma1253,BO
3857,sout3249,Central-Southern Kikongo,,family,,,,glot,Atlantic-Congo,
3858,cent2313,Central-Southern Mfumte,,family,,,,glot,Atlantic-Congo,
3859,cent2304,Central-Southern Persian Gypsy,,language,Eurasia,,,glot,mixe1287,IR
3860,cent2251,Central-Southwestern Tai,,family,,,,glot,taik1256,
3861,cent2260,Central-Western Bantu,,family,,,,glot,Atlantic-Congo,
3862,cent2229,Central-Western Kadugli-Krongo,,family,,,,glot,kadu1256,
3863,cent2297,Central-Western Lalo,,family,,,,glot,Sino-Tibetan,
3864,cent2316,Central-Western Malakula,,family,,,,glot,Austronesian,
3865,orok1264,Central-Western Tungusic,,family,,,,glot,tung1282,
3866,cent2384,Central-Western Upper Nexaca Totonac,,dialect,North America,,,glot,toto1251,
3867,cent2277,Central-Western Yapen,,family,,,,glot,Austronesian,
3868,cent2247,Central-Yaosakor Asmat,,family,,,,glot,Nuclear Trans New Guinea,
3869,cent2015,Central-northern Warlpiri,,dialect,Australia,,,glot,Pama-Nyungan,
3870,cepp1238,Cep,,dialect,Africa,,,glot,Atlantic-Congo,
3871,cerh1234,Cerhari,,dialect,Eurasia,,,glot,Indo-European,
3872,cerm1238,Cerma,cme,language,Africa,10.1245,-4.94917,glot,Atlantic-Congo,BF CI
3873,cerr1235,Cerro Grande Totonac,,dialect,North America,,,glot,toto1251,
3874,cerr1236,Cerro del Carbón,,dialect,North America,,,glot,toto1251,
3875,ceru1238,Cerumba,,dialect,Africa,,,glot,heib1242,
3876,chun1247,Ch'ungch'ongdo,,dialect,Eurasia,36.63,127.31,glot,kore1284,
3877,chak1245,Cha kawaida,,dialect,Africa,,,glot,Atlantic-Congo,
3878,chan1289,Cha ndani,,dialect,Africa,,,glot,Atlantic-Congo,
3879,chaa1238,Cha',,dialect,Africa,,,glot,Atlantic-Congo,
3880,chac1249,Cha'palaa,cbi,language,South America,0.71489,-79.0508,glot,barb1265,EC
3881,chab1240,Chabak,,dialect,Eurasia,,,glot,Indo-European,
3882,chab1242,Chabakoro,,dialect,Eurasia,,,glot,nakh1245,
3883,chab1239,Chabcha,,dialect,Eurasia,,,glot,Sino-Tibetan,
3884,chac1253,Chacha,,language,South America,,,glot,uncl1493,PE
3885,chac1250,Chachapoyas Quechua,quk,language,South America,-6.27021,-77.6615,glot,quec1387,PE
3886,chac1252,Chaco Pilagá,,dialect,South America,,,glot,guai1249,
3887,chad1249,Chadian Arabic,shu,language,Africa,14.67,13.5,glot,Afro-Asiatic,CM NE NG TD
3888,chad1238,Chadian Sign Language,cds,language,Africa,12.1115,15.2481,glot,,
3889,chad1250,Chadic,,family,,,,glot,Afro-Asiatic,
3890,chad1240,Chadong,cdy,language,Eurasia,25.23532,109.96041,glot,taik1256,CN
3891,chag1250,Chaga,,family,,,,glot,Atlantic-Congo,
3892,chag1247,Chagatai,chg,language,Eurasia,38.21146,57.88758,glot,Turkic,TM
3893,chah1248,Chaha,,dialect,Africa,,,glot,Afro-Asiatic,
3894,chah1241,Chahar,,dialect,Eurasia,,,glot,Mongolic-Khitan,
3895,chah1242,Chahi,,dialect,Africa,,,glot,Atlantic-Congo,
3896,chai1252,Chai,,dialect,Africa,,,glot,surm1244,
3897,chai1235,Chaibasa-Thakurmunda,,dialect,Eurasia,,,glot,Austroasiatic,
3898,chai1251,Chail,,dialect,Eurasia,,,glot,Indo-European,
3899,chai1253,Chaima,ciy,language,South America,9.21256,-63.1034,glot,cari1283,VE
3900,chai1254,Chairel,,language,Eurasia,24.30438,93.866431,glot,Sino-Tibetan,IN
3901,chak1270,Chak,ckh,language,Eurasia,21.4134,92.5953,glot,Sino-Tibetan,BD IN MM
3902,chak1267,Chak (Nepal),,dialect,Eurasia,,,glot,Sino-Tibetan,
3903,chak1271,Chakali,cli,language,Africa,9.83446,-1.90181,glot,Atlantic-Congo,GH
3904,chak1274,Chakali-Tamprusi,,family,,,,glot,Atlantic-Congo,
3905,chak1273,Chakali-Tamprusi-Vagala,,family,,,,glot,Atlantic-Congo,
3906,chak1272,Chakalic,,family,,,,glot,Atlantic-Congo,
3907,chak1265,Chakavski,ckm,dialect,Eurasia,,,glot,Indo-European,HR
3908,chak1276,Chakfem,,dialect,Africa,,,glot,Afro-Asiatic,
3909,chak1266,Chakma,ccp,language,Eurasia,23.00148,92.339,glot,Indo-European,BD IN
3910,andr1245,Chakpa,,family,,,,glot,Sino-Tibetan,
3911,chak1277,Chakpa-Kadu-Ganan,,family,,,,glot,Sino-Tibetan,
3912,chak1268,Chakroma,,dialect,Eurasia,,,glot,Sino-Tibetan,
3913,chal1269,Chala,cll,language,Africa,8.00089,0.50896,glot,Atlantic-Congo,GH
3914,chal1265,Chalah,,dialect,Eurasia,,,glot,Austroasiatic,
3915,chal1263,Chalas,,dialect,Eurasia,,,glot,Indo-European,
3916,chal1275,Chaldean Neo-Aramaic,cld,language,Eurasia,37.0972,43.5027,glot,Afro-Asiatic,IQ SY TR
3917,chal1268,Chali Uduk,,dialect,Africa,,,glot,koma1264,
3918,chal1266,Chali-Bumthangic,,family,,,,glot,Sino-Tibetan,
3919,chal1267,Chalikha,tgf,language,Eurasia,27.3231,91.262,glot,Sino-Tibetan,BT
3920,chal1276,Challa Jewish Neo-Aramaic,,dialect,Eurasia,,,glot,Afro-Asiatic,
3921,chal1270,Chalon,,language,North America,36.374637,-121.151328,glot,miwo1274,US
3922,chal1264,Chalun,,dialect,Eurasia,,,glot,Austroasiatic,
3923,cham1328,Cham,,family,,,,glot,Austronesian,
3924,cham1310,Cham (Hmong-Mien),,dialect,Eurasia,,,glot,hmon1336,
3925,came1248,Cham Tosk,,dialect,Eurasia,,,glot,Indo-European,
3926,cham1314,Chama subgroup,,family,,,,glot,pano1259,
3927,cham1315,Chamacoco,ceg,language,South America,-20.5899,-58.2005,glot,zamu1243,BO BR PY
3928,cham1309,Chamalal,cji,language,Eurasia,42.5024,45.995,glot,nakh1245,RU
3929,cham1329,Chamari,cdg,language,Eurasia,21.3532,79.6232,glot,,
3930,cham1337,Chamba Donga,,dialect,Africa,,,glot,Atlantic-Congo,
3931,cham1308,Chamba-Lahuli,,dialect,Eurasia,,,glot,Sino-Tibetan,
3932,cham1307,Chambeali,cdh,language,Eurasia,32.5476,76.1796,glot,Indo-European,IN
3933,cham1313,Chambri,can,language,Papunesia,-4.27831,143.097,glot,lowe1437,PG
3934,kims1240,Chamchang,,dialect,Eurasia,,,glot,Sino-Tibetan,
3935,cham1333,Chamdo Tibetan,,dialect,Eurasia,,,glot,Sino-Tibetan,
3936,cham1336,Chamdoic,,family,,,,glot,Sino-Tibetan,
3937,cham1331,Chamealic,,family,,,,glot,Indo-European,
3938,cham1330,Chamic,,family,,,,glot,Austronesian,
3939,cham1318,Chamicuro,ccc,language,South America,-5.1149,-75.6778,glot,araw1281,PE
3940,cham1317,Chamicuro-Morike,,family,,,,glot,araw1281,
3941,cham1312,Chamorro,cha,language,Papunesia,13.438011,144.74474,glot,Austronesian,GU MP
3942,cham1335,Champang-Chamkok,,dialect,Eurasia,,,glot,Sino-Tibetan,
3943,cham1334,Champangic,,dialect,Eurasia,,,glot,Sino-Tibetan,
3944,cham1332,Champenois,,dialect,Eurasia,,,glot,Indo-European,
3945,cham1311,Chamus,,dialect,Africa,,,glot,nilo1247,
3946,chan1320,Chanal Cancuc,,dialect,North America,,,glot,maya1287,
3947,chan1307,Chandari,,dialect,Eurasia,,,glot,Indo-European,
3948,chan1321,Chandinahua,,dialect,South America,,,glot,pano1259,
3949,chan1306,Chandpuri,,dialect,Eurasia,,,glot,Indo-European,
3950,chan1308,Chang,,dialect,Eurasia,,,glot,Austroasiatic,
3951,chan1313,Chang Naga,nbc,language,Eurasia,26.4336,94.9536,glot,Sino-Tibetan,IN
3952,chan1317,Chang-Jing,,dialect,Eurasia,,,glot,Sino-Tibetan,
3953,chan1318,Changana,,dialect,Africa,,,glot,Atlantic-Congo,
3954,chan1329,Changgan,,dialect,Eurasia,,,glot,Sino-Tibetan,
3955,chan1311,Changki,,dialect,Eurasia,,,glot,Sino-Tibetan,
3956,chan1328,Changliu,,dialect,Eurasia,,,glot,taik1256,
3957,chan1314,Changnoi,,dialect,Eurasia,,,glot,Sino-Tibetan,
3958,chan1315,Changnyu,,dialect,Eurasia,,,glot,Sino-Tibetan,
3959,chan1319,Changriwa,cga,language,Papunesia,-4.28364,143.696,glot,yuat1252,PG
3960,chan1312,Changsen,,dialect,Eurasia,,,glot,Sino-Tibetan,
3961,chan1326,Changsha,,dialect,Eurasia,28.85032,112.943344,glot,Sino-Tibetan,
3962,chan1309,Changthang,cna,language,Eurasia,34.0662,78.2389,glot,Sino-Tibetan,IN
3963,chan1325,Changting,,dialect,Eurasia,,,glot,Sino-Tibetan,
3964,chan1324,Changuena,,language,North America,9.359643,-82.568207,glot,chib1249,CO
3965,chan1316,Changyi,,dialect,Eurasia,,,glot,Sino-Tibetan,
3966,chan1327,Channel Islands English,,dialect,Eurasia,49.4259,-2.3625,glot,Indo-European,GG JE
3967,chan1310,Chantyal,chx,language,Eurasia,28.684,83.4488,glot,Sino-Tibetan,NP
3968,chan1296,Chaná,,language,South America,-33.69,-57.78,glot,char1238,UY
3969,chan1322,Chané,caj,dialect,South America,-18.186,-62.638,glot,araw1281,BO
3970,chao1239,Chaoshan,,dialect,Eurasia,,,glot,Sino-Tibetan,
3971,tach1249,Chaouia of the Aures,shy,language,Africa,35.1867,6.88901,glot,Afro-Asiatic,DZ TN
3972,chao1238,Chaozhou,,dialect,Eurasia,23.666667,116.633333,glot,Sino-Tibetan,
3973,chap1271,Chapacuran,,family,,,,glot,nan,
3974,chap1269,Chapakura,,language,South America,-14.8,-62.2,glot,chap1271,BO
3975,chap1270,Chapara,,dialect,South America,,,glot,cand1248,
3976,chap1265,Chapultenango,,dialect,North America,,,glot,mixe1284,
3977,char1269,Chara,cra,language,Africa,6.63946,36.4192,glot,gong1255,ET
3978,char1267,Charani,,dialect,Eurasia,,,glot,Indo-European,
3979,char1270,Charazani,,dialect,South America,,,glot,quec1387,
3980,char1283,Chari-Baguirmi,,dialect,Africa,,,glot,Afro-Asiatic,
3981,char1266,Charlang,,dialect,Eurasia,,,glot,Indo-European,
3982,char1284,Charleston English,,dialect,Eurasia,,,glot,Indo-European,
3983,char1238,Charruan,,family,,,,glot,nan,
3984,char1240,Charrúa,,language,South America,-34.9,-56.16,glot,char1238,UY
3985,chas1234,Chashan,,language,Eurasia,26.1,98.75,glot,Sino-Tibetan,CN
3986,chat1268,Chatino,,family,,,,glot,otom1299,
3987,chat1267,Chattare,,dialect,Eurasia,,,glot,Sino-Tibetan,
3988,chau1259,Chaudangsi,cdn,language,Eurasia,29.7033,80.4832,glot,Sino-Tibetan,IN NP
3989,chau1257,Chaudhabis,,dialect,Eurasia,,,glot,Indo-European,
3990,chau1261,Chaun,,dialect,Eurasia,,,glot,chuk1271,
3991,chau1262,Chaungtha,ccq,language,Eurasia,20.0653,96.2457,glot,,
3992,chau1258,Chaura,crv,language,Eurasia,8.45745,93.0331,glot,Austroasiatic,IN
3993,chau1260,Chaurasiya,,family,,,,glot,Sino-Tibetan,
3994,chav1241,Chavacano,cbk,language,Papunesia,7.435034,122.18849,glot,Indo-European,PH
3995,chaw1244,Chawia,,dialect,Africa,,,glot,Atlantic-Congo,
3996,bugu1245,Chayangtajo,,dialect,Eurasia,,,glot,Sino-Tibetan,
3997,chay1250,Chayangtajoic,,dialect,Eurasia,,,glot,Sino-Tibetan,
3998,chay1249,Chayuco Mixtec,mih,language,North America,16.42,-97.83,glot,otom1299,MX
3999,chaz1235,Chazumba Mixtec,xtb,language,North America,18.1541,-97.7873,glot,otom1299,MX
4000,chee1238,Che,ruk,language,Africa,10.0031,8.67024,glot,Atlantic-Congo,NG
4001,chec1245,Chechen,che,language,Eurasia,43.5,45.5,glot,nakh1245,GE KZ RU
4002,chec1244,Chechen-Ingush,,family,,,,glot,nakh1245,
4003,ched1238,Chedepo,,dialect,Africa,,,glot,krua1234,
4004,cheh1245,Chehalis,,dialect,North America,,,glot,sali1255,
4005,chek1238,Cheke Holo,mrn,language,Papunesia,-8.27055,159.625,glot,Austronesian,SB
4006,chel1241,Chelgerd,,dialect,Eurasia,,,glot,Indo-European,
4007,chel1242,Chelkan,,dialect,Eurasia,,,glot,Turkic,
4008,chem1251,Chemehuevi,,dialect,North America,35.356093,-116.438436,glot,Uto-Aztecan,
4009,chen1256,Chen,,dialect,Eurasia,,,glot,Sino-Tibetan,
4010,chen1268,Chen-Xu,,dialect,Eurasia,,,glot,Sino-Tibetan,
4011,chen1265,Chena,,dialect,Africa,,,glot,Afro-Asiatic,
4012,chen1270,Chena (Lower Tanana),,dialect,North America,,,glot,atha1245,
4013,chen1259,Chenapian,cjn,language,Papunesia,-4.25154,142.317,glot,sepi1257,PG
4014,chen1255,Chenchu,cde,language,Eurasia,15.8787,79.2534,glot,Dravidian,IN
4015,chen1267,Chengdu Mandarin,,dialect,Eurasia,30.605768,103.970947,glot,Sino-Tibetan,
4016,chen1269,Chenxi,,dialect,Eurasia,,,glot,Sino-Tibetan,
4017,chep1245,Chepang,cdm,language,Eurasia,27.7206,84.9017,glot,Sino-Tibetan,NP
4018,chep1244,Chepangic,,family,,,,glot,Sino-Tibetan,
4019,chep1243,Chepya,ycp,language,Eurasia,22.1749,101.7501,glot,Sino-Tibetan,CN LA
4020,cher1271,Cherepon,cpn,language,Africa,6.05387,-0.10955,glot,Atlantic-Congo,GH
4021,cher1272,Cherii,,dialect,Africa,,,glot,Atlantic-Congo,
4022,cher1273,Cherokee,chr,language,North America,35.4664,-83.163,glot,iroq1247,US
4023,cher1270,Cherrapunji,,dialect,Eurasia,,,glot,Austroasiatic,
4024,ches1239,Cheslatta,,dialect,North America,,,glot,atha1245,
4025,ches1238,Chesu,ych,language,Eurasia,24.05,101.98,glot,Sino-Tibetan,CN
4026,chet1237,Chetco,ctc,language,North America,42.6864,-124.376,glot,,
4027,chew1246,Chewa,,dialect,Africa,,,glot,Atlantic-Congo,
4028,chew1245,Chewong,cwg,language,Eurasia,3.83331,102.081,glot,Austroasiatic,MY
4029,chey1247,Cheyenne,chy,language,North America,45.5321,-106.659,glot,algi1248,US
4030,chha1251,Chhapkoa,,dialect,Eurasia,,,glot,Sino-Tibetan,
4031,chha1248,Chhatapur,,dialect,Eurasia,,,glot,Indo-European,
4032,chha1249,Chhattisgarhi,hne,language,Eurasia,20.3601,82.0483,glot,Indo-European,IN
4033,chha1250,Chhattisgarhi Proper,,dialect,Eurasia,,,glot,Indo-European,
4034,chhi1244,Chhindwara,,dialect,Eurasia,,,glot,Dravidian,
4035,chhi1243,Chhindwara Bundeli,,dialect,Eurasia,,,glot,Indo-European,
4036,chho1235,Chholo,,language,South America,,,glot,uncl1493,BO
4037,chhu1238,Chhulung,cur,language,Eurasia,26.9107,87.2133,glot,Sino-Tibetan,NP
4038,chii1238,Chi,,dialect,Eurasia,,,glot,taik1256,
4039,chia1237,Chiangmai Sign Language,csd,language,Eurasia,18.8629,99.039,glot,,
4040,chia1260,Chiangrai,,dialect,Eurasia,,,glot,hmon1336,
4041,chia1262,Chiapanec,cip,language,North America,16.6562,-91.9417,glot,otom1299,MX
4042,chia1261,Chiapas Zoque,,family,,,,glot,mixe1284,
4043,chib1248,Chiba,,dialect,Eurasia,,,glot,Japonic,
4044,chib1270,Chibcha,chb,language,South America,6.24999,-74.1666,glot,chib1249,CO
4045,chib1269,Chibcha-Duit,,family,,,,glot,chib1249,
4046,chib1249,Chibchan,,family,,,,glot,nan,
4047,chib1247,Chibhali,,dialect,Eurasia,,,glot,Indo-European,
4048,chib1271,Chibi,,dialect,Eurasia,,,glot,Turkic,
4049,chib1272,Chibuleo Highland Quichua,,dialect,South America,,,glot,quec1387,
4050,chic1273,Chicahuaxtla Triqui,trs,language,North America,17.1628,-97.8547,glot,otom1299,MX
4051,chic1275,Chicano English,,dialect,Eurasia,,,glot,Indo-European,
4052,jiva1245,Chicham,,family,,,,glot,nan,
4053,chic1269,Chichibu,,dialect,Eurasia,,,glot,Japonic,
4054,chic1274,Chichicapan Zapotec,zpv,language,North America,16.8459,-96.5486,glot,otom1299,MX
4055,chic1272,Chichimeca-Jonaz,pei,language,North America,21.2943,-100.524,glot,otom1299,MX
4056,chic1270,Chickasaw,cic,language,North America,34.0,-88.0,glot,musk1252,US
4057,chic1271,Chicomuceltec,cob,language,North America,15.6078,-91.2869,glot,maya1287,GT MX
4058,chic1276,Chicontla,,dialect,North America,,,glot,toto1251,
4059,chig1238,Chiga,cgg,language,Africa,-1.04387,29.9122,glot,Atlantic-Congo,CD RW UG
4060,chig1239,Chigmecatitlán Mixtec,mii,language,North America,18.6303,-98.1046,glot,otom1299,MX
4061,chih1238,Chihuahua Pima Bajo,,dialect,North America,,,glot,Uto-Aztecan,
4062,chik1250,Chikamanga,,dialect,Africa,,,glot,Atlantic-Congo,
4063,chik1255,Chikide,,dialect,Africa,,,glot,Afro-Asiatic,
4064,chik1256,Chikola-Lesken,,dialect,Eurasia,,,glot,Indo-European,
4065,chik1249,Chikonono,,dialect,Africa,,,glot,Atlantic-Congo,
4066,chik1252,Chikugo-ben,,dialect,Eurasia,,,glot,Japonic,
4067,chik1251,Chikuho-ben,,dialect,Eurasia,,,glot,Japonic,
4068,kund1255,Chikunda,kdn,language,Africa,-15.7337,30.2804,glot,Atlantic-Congo,MZ ZM ZW
4069,chil1278,Chil,,dialect,Eurasia,,,glot,Austroasiatic,
4070,chil1279,Chil (Koho),,dialect,Eurasia,,,glot,Austroasiatic,
4071,chil1261,Chilapalapa,,dialect,Africa,,,glot,pidg1258,
4072,chil1277,Chilas,,dialect,Eurasia,,,glot,Indo-European,
4073,chil1276,Chilasi Kohistani,,dialect,Eurasia,,,glot,Indo-European,
4074,chil1280,Chilcotin-Nicola,clc,language,North America,51.98952,-123.24458,glot,atha1245,CA
4075,chil1283,Chilean Quechua,cqu,language,South America,-23.7036,-67.7604,glot,,
4076,chil1264,Chilean Sign Language,csg,language,South America,-32.781,-70.6698,glot,,
4077,chil1286,Chilean Spanish,,dialect,Eurasia,,,glot,Indo-European,
4078,chil1275,Chilisso,clh,language,Eurasia,35.2494,73.3344,glot,Indo-European,PK
4079,chil1281,Chiliwack,,dialect,North America,,,glot,sali1255,
4080,chil1282,Chiltepec Chinantec,csa,language,North America,18.0606,-96.2183,glot,otom1299,MX
4081,chil1285,Chilula-Whilkut,,dialect,North America,,,glot,atha1245,
4082,chim1297,Chima-Nishey,,dialect,Eurasia,,,glot,Indo-European,
4083,chim1311,Chimakuan,,family,,47.632,-123.079,glot,nan,US
4084,chim1310,Chimakum,xch,language,North America,47.91457,-123.139145,glot,chim1311,US
4085,chim1300,Chimalapa Zoque,zoh,language,North America,16.6543,-94.6913,glot,mixe1284,MX
4086,chim1301,Chimariko,cid,language,North America,41.0,-123.0,glot,nan,US
4087,cent2120,Chimbu-Wahgi,,family,,,,glot,Nuclear Trans New Guinea,
4088,chim1298,Chimbuluk,,dialect,Papunesia,,,glot,Austronesian,
4089,chim1309,Chimila,cbg,language,South America,10.1902,-74.2559,glot,chib1249,CO
4090,chim1299,Chimona,,dialect,Papunesia,,,glot,koia1260,
4091,chim1312,Chimwiini,,language,Africa,1.111787,44.026991,glot,Atlantic-Congo,SO
4092,chin1476,China Buriat,bxu,language,Eurasia,48.7593,117.786,glot,Mongolic-Khitan,CN MN RU
4093,chin1475,Chinali,cih,language,Eurasia,32.555,76.961,glot,Indo-European,IN
4094,chin1493,Chinali-Lahul Lohar,,family,,,,glot,Indo-European,
4095,chin1486,Chinantec Group I,,family,,,,glot,otom1299,
4096,chin1487,Chinantec Group II,,family,,,,glot,otom1299,
4097,chin1485,Chinantec Group III,,family,,,,glot,otom1299,
4098,chin1489,Chinantec Group IV,,family,,,,glot,otom1299,
4099,chin1488,Chinantec Group V,,family,,,,glot,otom1299,
4100,chin1484,Chinantecan,,family,,,,glot,otom1299,
4101,chin1482,Chinatú Tarahumara,,dialect,North America,,,glot,Uto-Aztecan,
4102,chin1478,Chinbon Chin,cnb,language,Eurasia,20.0776,94.0506,glot,Sino-Tibetan,MM
4103,chin1483,Chincha Quechua,qxc,language,South America,-12.85,-75.649,glot,quec1387,PE
4104,chin1253,Chinese Pidgin English,cpi,language,Papunesia,-0.53224,166.926,glot,pidg1258,CN
4105,kjac1234,Chinese Pidgin Russian,,language,Eurasia,,,glot,pidg1258,RU
4106,chin1283,Chinese Sign Language,csl,language,Eurasia,30.9063,121.569,glot,,
4107,chin1463,Ching,,dialect,Eurasia,,,glot,taik1256,
4108,chin1474,Chinghizi,,dialect,Eurasia,,,glot,Indo-European,
4109,chin1479,Chingkao,,dialect,Eurasia,,,glot,Sino-Tibetan,
4110,chin1480,Chinglang,,dialect,Eurasia,,,glot,Sino-Tibetan,
4111,chin1477,Chingthang,,dialect,Eurasia,,,glot,Sino-Tibetan,
4112,chin1481,Chinguil,,dialect,Africa,,,glot,Atlantic-Congo,
4113,akru1241,Chini,afi,language,Papunesia,-4.88687,144.821,glot,lowe1437,PG
4114,chin1492,Chinook-based pidgin,,family,,,,glot,pidg1258,
4115,chin1490,Chinookan,,family,,,,glot,nan,
4116,chhi1245,Chintang,ctn,language,Eurasia,26.961,87.1899,glot,Sino-Tibetan,NP
4117,chip1262,Chipaya,cap,language,South America,-18.73951,-67.89633,glot,uruc1242,BO
4118,chip1261,Chipewyan,chp,language,North America,58.98,-104.44,glot,atha1245,CA
4119,chip1236,Chipiajes,cbe,language,South America,3.08332,-71.1667,glot,,
4120,chip1260,Chipoka,,dialect,Africa,,,glot,Atlantic-Congo,
4121,chip1241,Chippewa,ciw,language,North America,47.347,-94.2738,glot,algi1248,CA US
4122,chiq1250,Chiquihuitlán Mazatec,maq,language,North America,18.0541,-96.6659,glot,otom1299,MX
4123,chiq1253,Chiquitano,,family,,,,glot,nan,
4124,chiq1249,Chiquián Ancash Quechua,qxa,language,South America,-10.1831,-77.4152,glot,quec1387,PE
4125,chir1284,Chirag,,language,Eurasia,41.869481,47.41111,glot,nakh1245,RU
4126,chir1288,Chiricoa,,dialect,South America,,,glot,guah1252,
4127,chir1295,Chiriguanic,,family,,,,glot,Tupian,
4128,chir1297,Chirino,,dialect,South America,,,glot,cand1248,
4129,chir1287,Chiripo,,dialect,South America,,,glot,guah1252,
4130,chir1286,Chiripá,nhd,language,South America,-25.6521,-55.051,glot,Tupian,AR BR PY
4131,chir1296,Chiriqui Sign Languages,,language,North America,8.398055,-82.409271,glot,,
4132,chir1294,Chiriva,,language,South America,-13.5,-66.3,glot,pano1259,BO
4133,chir1281,Chirmar,,dialect,Eurasia,,,glot,Indo-European,
4134,chir1285,Chiroro-Kursi,,dialect,Africa,,,glot,kadu1256,
4135,chir1282,Chirr,,dialect,Eurasia,,,glot,Sino-Tibetan,
4136,chir1293,Chirripó,,dialect,North America,,,glot,chib1249,
4137,chir1283,Chiru,cdf,language,Eurasia,25.4643,94.4072,glot,Sino-Tibetan,IN
4138,chis1241,Chisak,,dialect,Eurasia,,,glot,Sino-Tibetan,
4139,chis1242,Chishinga,,dialect,Africa,,,glot,Atlantic-Congo,
4140,chit1283,Chita,,dialect,Eurasia,,,glot,Japonic,
4141,chit1248,Chitimacha,ctm,language,North America,30.3386,-90.9123,glot,nan,US
4142,chit1279,Chitkuli Kinnauri,cik,language,Eurasia,31.2965,78.5287,glot,Sino-Tibetan,IN
4143,chit1284,Chitonahua,,dialect,South America,,,glot,pano1259,
4144,chit1281,Chitonga,,dialect,Africa,,,glot,Atlantic-Congo,
4145,chit1277,Chitpavani,,dialect,Eurasia,,,glot,Indo-European,
4146,chit1278,Chitral,,family,,,,glot,Indo-European,
4147,kala1372,Chitral Kalasha,kls,language,Eurasia,35.6415,71.6657,glot,Indo-European,PK
4148,chit1280,Chittagong,,dialect,Eurasia,,,glot,Sino-Tibetan,
4149,chit1275,Chittagonian,ctg,language,Eurasia,20.831,93.1695,glot,Indo-European,BD
4150,chit1285,Chittagonian (Retired),cit,language,,,,glot,,
4151,chit1282,Chitumbuka,,dialect,Africa,,,glot,Atlantic-Congo,
4152,chit1274,Chitwania Tharu,the,language,Eurasia,27.5825,84.4082,glot,Indo-European,IN NP
4153,choa1237,Choapan Zapotec,zpc,language,North America,17.4371,-95.8656,glot,otom1299,MX
4154,choc1275,Chocangacakha,cgk,language,Eurasia,27.46961,91.21954,glot,Sino-Tibetan,BT
4155,choc1278,Chocho-Popolocan,,family,,,,glot,otom1299,
4156,choc1279,Chochotec,coz,language,North America,17.666,-97.2388,glot,otom1299,MX
4157,choc1280,Chocoan,,family,,,,glot,nan,
4158,choc1276,Choctaw,cho,language,North America,32.25,-88.5,glot,musk1252,US
4159,choc1282,Choctaw-based pidgin,,family,,,,glot,pidg1258,
